ID,SEQUENCE,POS,PROJECT,FILE
2006,priority,NN,libobs,obs-avc.c
2007,s,FW,libobs,obs-avc.c
2008,data,NNS,libobs,obs-avc.c
2009,size,NN,libobs,obs-avc.c
2010,is key frame,VBZ JJ NN,libobs,obs-avc.c
2011,priority,NN,libobs,obs-avc.c
2012,avc packet,NNP NN,libobs,obs-avc.c
2013,src,NN,libobs,obs-avc.c
2014,packet,NN,libobs,obs-avc.c
2015,data,NNS,libobs,obs-avc.c
2016,data,NNS,libobs,obs-avc.c
2017,size,NN,libobs,obs-avc.c
2018,sps,NNP,libobs,obs-avc.c
2019,sps size,NNP NN,libobs,obs-avc.c
2020,pps,NNP,libobs,obs-avc.c
2021,pps size,NNP NN,libobs,obs-avc.c
2022,header,NN,libobs,obs-avc.c
2023,data,NNS,libobs,obs-avc.c
2024,size,NN,libobs,obs-avc.c
2025,packet,NN,libobs,obs-avc.c
2026,size,NN,libobs,obs-avc.c
2027,new packet data,JJ NN NNS,libobs,obs-avc.c
2028,new packet size,JJ NN NN,libobs,obs-avc.c
2029,header data,NN NNS,libobs,obs-avc.c
2030,header size,NN NN,libobs,obs-avc.c
2031,sei data,FW NNS,libobs,obs-avc.c
2032,sei size,FW NN,libobs,obs-avc.c
2033,vi,NNP,libobs,obs.c
2034,ovi,NNP,libobs,obs.c
2035,video,NN,libobs,obs.c
2036,video,NN,libobs,obs.c
2037,video,NN,libobs,obs.c
2038,i,FW,libobs,obs.c
2039,video,NN,libobs,obs.c
2040,effect,NN,libobs,obs.c
2041,file,NN,libobs,obs.c
2042,ovi,NNP,libobs,obs.c
2043,video,NN,libobs,obs.c
2044,info,NN,libobs,obs.c
2045,ovi,NNP,libobs,obs.c
2046,video,NN,libobs,obs.c
2047,ovi,NNP,libobs,obs.c
2048,ovi,NNP,libobs,obs.c
2049,video,NN,libobs,obs.c
2050,video,NN,libobs,obs.c
2051,ai,NNP,libobs,obs.c
2052,view,NN,libobs,obs.c
2053,unused,JJ,libobs,obs.c
2054,locale,NN,libobs,obs.c
2055,module config path,NN NN NN,libobs,obs.c
2056,store,NN,libobs,obs.c
2057,file,NN,libobs,obs.c
2058,path,NN,libobs,obs.c
2059,path,NN,libobs,obs.c
2060,locale,NN,libobs,obs.c
2061,module config path,NN NN NN,libobs,obs.c
2062,store,NN,libobs,obs.c
2063,argc,NNP,libobs,obs.c
2064,argv,NNP,libobs,obs.c
2065,locale,NN,libobs,obs.c
2066,width,NN,libobs,obs.c
2067,height,NN,libobs,obs.c
2068,ovi,NNP,libobs,obs.c
2069,oai,NNP,libobs,obs.c
2070,oai,NNP,libobs,obs.c
2071,ovi,NNP,libobs,obs.c
2072,sdr white level,NNP NN NN,libobs,obs.c
2073,hdr nominal peak level,NN JJ NN NN,libobs,obs.c
2074,oai,NNP,libobs,obs.c
2075,idx,NN,libobs,obs.c
2076,id,NN,libobs,obs.c
2077,idx,NN,libobs,obs.c
2078,id,NN,libobs,obs.c
2079,idx,NN,libobs,obs.c
2080,id,NN,libobs,obs.c
2081,unversioned id,JJ NN,libobs,obs.c
2082,unversioned id,JJ NN,libobs,obs.c
2083,idx,NN,libobs,obs.c
2084,id,NN,libobs,obs.c
2085,idx,NN,libobs,obs.c
2086,id,NN,libobs,obs.c
2087,idx,NN,libobs,obs.c
2088,id,NN,libobs,obs.c
2089,idx,NN,libobs,obs.c
2090,id,NN,libobs,obs.c
2091,idx,NN,libobs,obs.c
2092,id,NN,libobs,obs.c
2093,channel,NN,libobs,obs.c
2094,channel,NN,libobs,obs.c
2095,source,NN,libobs,obs.c
2096,param,NN,libobs,obs.c
2097,param,NN,libobs,obs.c
2098,p start,FW NN,libobs,obs.c
2099,mutex,NN,libobs,obs.c
2100,proc,NN,libobs,obs.c
2101,param,NN,libobs,obs.c
2102,p start,FW NN,libobs,obs.c
2103,mutex,NN,libobs,obs.c
2104,proc,NN,libobs,obs.c
2105,param,NN,libobs,obs.c
2106,param,NN,libobs,obs.c
2107,param,NN,libobs,obs.c
2108,param,NN,libobs,obs.c
2109,param,NN,libobs,obs.c
2110,v first,FW NN,libobs,obs.c
2111,name,NN,libobs,obs.c
2112,mutex,NN,libobs,obs.c
2113,p table,FW NN,libobs,obs.c
2114,uuid,NNP,libobs,obs.c
2115,mutex,NN,libobs,obs.c
2116,ref,NN,libobs,obs.c
2117,ref,NN,libobs,obs.c
2118,ref,NN,libobs,obs.c
2119,ref,NN,libobs,obs.c
2120,data,NNS,libobs,obs.c
2121,name,NN,libobs,obs.c
2122,uuid,NNP,libobs,obs.c
2123,name,NN,libobs,obs.c
2124,uuid,NNP,libobs,obs.c
2125,name,NN,libobs,obs.c
2126,name,NN,libobs,obs.c
2127,name,NN,libobs,obs.c
2128,effect,NN,libobs,obs.c
2129,src c,NN FW,libobs,obs.c
2130,dest c,NN FW,libobs,obs.c
2131,src a,NN FW,libobs,obs.c
2132,dest a,NN FW,libobs,obs.c
2133,volume,NN,libobs,obs.c
2134,source data,NN NNS,libobs,obs.c
2135,is private,VBZ JJ,libobs,obs.c
2136,source data,NN NNS,libobs,obs.c
2137,source data,NN NNS,libobs,obs.c
2138,array,NN,libobs,obs.c
2139,cb,NNP,libobs,obs.c
2140,private data,JJ NNS,libobs,obs.c
2141,source,NN,libobs,obs.c
2142,cb,NNP,libobs,obs.c
2143,data,NNS,libobs,obs.c
2144,data,NNS,libobs,obs.c
2145,source,NN,libobs,obs.c
2146,name,NN,libobs,obs.c
2147,private,JJ,libobs,obs.c
2148,context,NN,libobs,obs.c
2149,type,NN,libobs,obs.c
2150,settings,NNS,libobs,obs.c
2151,name,NN,libobs,obs.c
2152,uuid,NNP,libobs,obs.c
2153,hot key data,JJ NN NNS,libobs,obs.c
2154,private,JJ,libobs,obs.c
2155,context,NN,libobs,obs.c
2156,type,NN,libobs,obs.c
2157,settings,NNS,libobs,obs.c
2158,name,NN,libobs,obs.c
2159,uuid,NNP,libobs,obs.c
2160,hot key data,JJ NN NNS,libobs,obs.c
2161,private,JJ,libobs,obs.c
2162,context,NN,libobs,obs.c
2163,context,NN,libobs,obs.c
2164,object,NN,libobs,obs.c
2165,destroy,VB,libobs,obs.c
2166,context,NN,libobs,obs.c
2167,mutex,NN,libobs,obs.c
2168,p first,FW NN,libobs,obs.c
2169,p hash,FW NN,libobs,obs.c
2170,name,NN,libobs,obs.c
2171,context,NN,libobs,obs.c
2172,mutex,NN,libobs,obs.c
2173,p first,FW NN,libobs,obs.c
2174,context,NN,libobs,obs.c
2175,mutex,NN,libobs,obs.c
2176,p first uuid,FW NN NNP,libobs,obs.c
2177,context,NN,libobs,obs.c
2178,context,NN,libobs,obs.c
2179,p head,FW NN,libobs,obs.c
2180,context,NN,libobs,obs.c
2181,p uuid head,FW NNP NN,libobs,obs.c
2182,context,NN,libobs,obs.c
2183,context,NN,libobs,obs.c
2184,name,NN,libobs,obs.c
2185,context,NN,libobs,obs.c
2186,name,NN,libobs,obs.c
2187,p head,FW NN,libobs,obs.c
2188,obj,NN,libobs,obs.c
2189,obj,NN,libobs,obs.c
2190,obj,NN,libobs,obs.c
2191,obj,NN,libobs,obs.c
2192,obj,NN,libobs,obs.c
2193,name,NN,libobs,obs.c
2194,id,NN,libobs,obs.c
2195,name,NN,libobs,obs.c
2196,id,NN,libobs,obs.c
2197,param,NN,libobs,obs.c
2198,param,NN,libobs,obs.c
2199,param,NN,libobs,obs.c
2200,param,NN,libobs,obs.c
2201,param,NN,libobs,obs.c
2202,param,NN,libobs,obs.c
2203,v,FW,libobs,obs.c
2204,v,FW,libobs,obs.c
2205,conversion,NN,libobs,obs.c
2206,frame rate divisor,NN NN NN,libobs,obs.c
2207,param,NN,libobs,obs.c
2208,v,FW,libobs,obs.c
2209,param,NN,libobs,obs.c
2210,conversion,NN,libobs,obs.c
2211,param,NN,libobs,obs.c
2212,conversion,NN,libobs,obs.c
2213,frame rate divisor,NN NN NN,libobs,obs.c
2214,param,NN,libobs,obs.c
2215,param,NN,libobs,obs.c
2216,mix idx,NN NN,libobs,obs.c
2217,conversion,NN,libobs,obs.c
2218,callback,NN,libobs,obs.c
2219,param,NN,libobs,obs.c
2220,mix idx,NN NN,libobs,obs.c
2221,callback,NN,libobs,obs.c
2222,param,NN,libobs,obs.c
2223,settings,NNS,libobs,obs.c
2224,settings,NNS,libobs,obs.c
2225,encoder,NN,libobs,obs.c
2226,encoder,NN,libobs,obs.c
2227,param,NN,libobs,obs.c
2228,unused,JJ,libobs,obs.c
2229,type,NN,libobs,obs.c
2230,type,NN,libobs,obs.c
2231,task,NN,libobs,obs.c
2232,param,NN,libobs,obs.c
2233,wait,VB,libobs,obs.c
2234,unused,JJ,libobs,obs.c
2235,handler,NN,libobs,obs.c
2236,object,NN,libobs,obs.c
2237,object,NN,libobs,obs.c
2238,weak,JJ,libobs,obs.c
2239,weak,JJ,libobs,obs.c
2240,object,NN,libobs,obs.c
2241,weak,JJ,libobs,obs.c
2242,weak,JJ,libobs,obs.c
2243,weak,JJ,libobs,obs.c
2244,object,NN,libobs,obs.c
2245,protocol,NN,libobs,obs.c
2246,idx,NN,libobs,obs.c
2247,protocol,NN,libobs,obs.c
2248,view,NN,libobs,obs-view.c
2249,view,NN,libobs,obs-view.c
2250,view,NN,libobs,obs-view.c
2251,view,NN,libobs,obs-view.c
2252,channel,NN,libobs,obs-view.c
2253,view,NN,libobs,obs-view.c
2254,channel,NN,libobs,obs-view.c
2255,source,NN,libobs,obs-view.c
2256,view,NN,libobs,obs-view.c
2257,view,NN,libobs,obs-view.c
2258,view,NN,libobs,obs-view.c
2259,view,NN,libobs,obs-view.c
2260,ovi,NNP,libobs,obs-view.c
2261,view,NN,libobs,obs-view.c
2262,view,NN,libobs,obs-view.c
2263,ovi,NNP,libobs,obs-view.c
2264,view,NN,libobs,obs-view.c
2265,param,NN,libobs,obs-view.c
2266,source,NN,libobs,obs-source.c
2267,f,FW,libobs,obs-source.c
2268,source,NN,libobs,obs-source.c
2269,source,NN,libobs,obs-source.c
2270,id,NN,libobs,obs-source.c
2271,unversioned id,JJ NN,libobs,obs-source.c
2272,ver,NN,libobs,obs-source.c
2273,source,NN,libobs,obs-source.c
2274,settings,NNS,libobs,obs-source.c
2275,name,NN,libobs,obs-source.c
2276,uuid,NNP,libobs,obs-source.c
2277,hot key data,JJ NN NNS,libobs,obs-source.c
2278,private,JJ,libobs,obs-source.c
2279,id,NN,libobs,obs-source.c
2280,source,NN,libobs,obs-source.c
2281,source,NN,libobs,obs-source.c
2282,source,NN,libobs,obs-source.c
2283,source,NN,libobs,obs-source.c
2284,source,NN,libobs,obs-source.c
2285,source,NN,libobs,obs-source.c
2286,source,NN,libobs,obs-source.c
2287,data,NNS,libobs,obs-source.c
2288,id,NN,libobs,obs-source.c
2289,key,NN,libobs,obs-source.c
2290,pressed,JJ,libobs,obs-source.c
2291,data,NNS,libobs,obs-source.c
2292,id,NN,libobs,obs-source.c
2293,key,NN,libobs,obs-source.c
2294,pressed,JJ,libobs,obs-source.c
2295,data,NNS,libobs,obs-source.c
2296,id,NN,libobs,obs-source.c
2297,key,NN,libobs,obs-source.c
2298,pressed,JJ,libobs,obs-source.c
2299,data,NNS,libobs,obs-source.c
2300,id,NN,libobs,obs-source.c
2301,key,NN,libobs,obs-source.c
2302,pressed,JJ,libobs,obs-source.c
2303,source,NN,libobs,obs-source.c
2304,id,NN,libobs,obs-source.c
2305,name,NN,libobs,obs-source.c
2306,uuid,NNP,libobs,obs-source.c
2307,settings,NNS,libobs,obs-source.c
2308,hot key data,JJ NN NNS,libobs,obs-source.c
2309,private,JJ,libobs,obs-source.c
2310,last obs ver,JJ FW NN,libobs,obs-source.c
2311,id,NN,libobs,obs-source.c
2312,name,NN,libobs,obs-source.c
2313,settings,NNS,libobs,obs-source.c
2314,hot key data,JJ NN NNS,libobs,obs-source.c
2315,id,NN,libobs,obs-source.c
2316,name,NN,libobs,obs-source.c
2317,settings,NNS,libobs,obs-source.c
2318,id,NN,libobs,obs-source.c
2319,name,NN,libobs,obs-source.c
2320,uuid,NNP,libobs,obs-source.c
2321,settings,NNS,libobs,obs-source.c
2322,hot key data,JJ NN NNS,libobs,obs-source.c
2323,last obs ver,JJ FW NN,libobs,obs-source.c
2324,is private,VBZ JJ,libobs,obs-source.c
2325,dst,NNP,libobs,obs-source.c
2326,name,NN,libobs,obs-source.c
2327,dst,NNP,libobs,obs-source.c
2328,src,NN,libobs,obs-source.c
2329,private,JJ,libobs,obs-source.c
2330,dst,NNP,libobs,obs-source.c
2331,src,NN,libobs,obs-source.c
2332,dst,NNP,libobs,obs-source.c
2333,filter,NN,libobs,obs-source.c
2334,dst,NNP,libobs,obs-source.c
2335,filter,NN,libobs,obs-source.c
2336,source,NN,libobs,obs-source.c
2337,new name,JJ NN,libobs,obs-source.c
2338,create private,VB JJ,libobs,obs-source.c
2339,frame,NN,libobs,obs-source.c
2340,format,NN,libobs,obs-source.c
2341,width,NN,libobs,obs-source.c
2342,height,NN,libobs,obs-source.c
2343,frame,NN,libobs,obs-source.c
2344,source,NN,libobs,obs-source.c
2345,source,NN,libobs,obs-source.c
2346,source,NN,libobs,obs-source.c
2347,source,NN,libobs,obs-source.c
2348,weak,JJ,libobs,obs-source.c
2349,weak,JJ,libobs,obs-source.c
2350,source,NN,libobs,obs-source.c
2351,source,NN,libobs,obs-source.c
2352,weak,JJ,libobs,obs-source.c
2353,weak,JJ,libobs,obs-source.c
2354,weak,JJ,libobs,obs-source.c
2355,source,NN,libobs,obs-source.c
2356,source,NN,libobs,obs-source.c
2357,source,NN,libobs,obs-source.c
2358,info,NN,libobs,obs-source.c
2359,id,NN,libobs,obs-source.c
2360,id,NN,libobs,obs-source.c
2361,id,NN,libobs,obs-source.c
2362,source,NN,libobs,obs-source.c
2363,cb,NNP,libobs,obs-source.c
2364,source,NN,libobs,obs-source.c
2365,new path,JJ NN,libobs,obs-source.c
2366,data,NNS,libobs,obs-source.c
2367,id,NN,libobs,obs-source.c
2368,source,NN,libobs,obs-source.c
2369,source,NN,libobs,obs-source.c
2370,source,NN,libobs,obs-source.c
2371,id,NN,libobs,obs-source.c
2372,source,NN,libobs,obs-source.c
2373,source,NN,libobs,obs-source.c
2374,settings,NNS,libobs,obs-source.c
2375,source,NN,libobs,obs-source.c
2376,settings,NNS,libobs,obs-source.c
2377,source,NN,libobs,obs-source.c
2378,source,NN,libobs,obs-source.c
2379,event,NN,libobs,obs-source.c
2380,type,NN,libobs,obs-source.c
2381,mouse up,NN RP,libobs,obs-source.c
2382,click count,VB NN,libobs,obs-source.c
2383,source,NN,libobs,obs-source.c
2384,event,NN,libobs,obs-source.c
2385,mouse leave,NN VB,libobs,obs-source.c
2386,source,NN,libobs,obs-source.c
2387,event,NN,libobs,obs-source.c
2388,x delta,FW NN,libobs,obs-source.c
2389,y delta,FW NN,libobs,obs-source.c
2390,source,NN,libobs,obs-source.c
2391,focus,NN,libobs,obs-source.c
2392,source,NN,libobs,obs-source.c
2393,event,NN,libobs,obs-source.c
2394,key up,VB RP,libobs,obs-source.c
2395,source,NN,libobs,obs-source.c
2396,source,NN,libobs,obs-source.c
2397,centered,JJ,libobs,obs-source.c
2398,source,NN,libobs,obs-source.c
2399,source,NN,libobs,obs-source.c
2400,source,NN,libobs,obs-source.c
2401,source,NN,libobs,obs-source.c
2402,parent,NN,libobs,obs-source.c
2403,child,NN,libobs,obs-source.c
2404,param,NN,libobs,obs-source.c
2405,parent,NN,libobs,obs-source.c
2406,child,NN,libobs,obs-source.c
2407,param,NN,libobs,obs-source.c
2408,parent,NN,libobs,obs-source.c
2409,child,NN,libobs,obs-source.c
2410,param,NN,libobs,obs-source.c
2411,parent,NN,libobs,obs-source.c
2412,child,NN,libobs,obs-source.c
2413,param,NN,libobs,obs-source.c
2414,source,NN,libobs,obs-source.c
2415,type,NN,libobs,obs-source.c
2416,source,NN,libobs,obs-source.c
2417,type,NN,libobs,obs-source.c
2418,source,NN,libobs,obs-source.c
2419,ref frame,NN NN,libobs,obs-source.c
2420,source,NN,libobs,obs-source.c
2421,source,NN,libobs,obs-source.c
2422,source,NN,libobs,obs-source.c
2423,seconds,NNS,libobs,obs-source.c
2424,sample rate,NN NN,libobs,obs-source.c
2425,frames,NNS,libobs,obs-source.c
2426,sample rate,NN NN,libobs,obs-source.c
2427,duration,NN,libobs,obs-source.c
2428,source,NN,libobs,obs-source.c
2429,timestamp,NN,libobs,obs-source.c
2430,os time,NNP NN,libobs,obs-source.c
2431,source,NN,libobs,obs-source.c
2432,os time,NNP NN,libobs,obs-source.c
2433,source,NN,libobs,obs-source.c
2434,expected,JJ,libobs,obs-source.c
2435,ts,NNP,libobs,obs-source.c
2436,diff,NN,libobs,obs-source.c
2437,os time,NNP NN,libobs,obs-source.c
2438,source,NN,libobs,obs-source.c
2439,in,IN,libobs,obs-source.c
2440,muted,JJ,libobs,obs-source.c
2441,ts 1,NNP CD,libobs,obs-source.c
2442,ts 2,NNP CD,libobs,obs-source.c
2443,audio,NN,libobs,obs-source.c
2444,offset,NN,libobs,obs-source.c
2445,source,NN,libobs,obs-source.c
2446,in,IN,libobs,obs-source.c
2447,source,NN,libobs,obs-source.c
2448,in,IN,libobs,obs-source.c
2449,source,NN,libobs,obs-source.c
2450,os time,NNP NN,libobs,obs-source.c
2451,source,NN,libobs,obs-source.c
2452,data,NNS,libobs,obs-source.c
2453,format,NN,libobs,obs-source.c
2454,full range,JJ NN,libobs,obs-source.c
2455,trc,NNP,libobs,obs-source.c
2456,source,NN,libobs,obs-source.c
2457,frame,NN,libobs,obs-source.c
2458,source,NN,libobs,obs-source.c
2459,frame,NN,libobs,obs-source.c
2460,source,NN,libobs,obs-source.c
2461,frame,NN,libobs,obs-source.c
2462,source,NN,libobs,obs-source.c
2463,frame,NN,libobs,obs-source.c
2464,source,NN,libobs,obs-source.c
2465,frame,NN,libobs,obs-source.c
2466,source,NN,libobs,obs-source.c
2467,frame,NN,libobs,obs-source.c
2468,source,NN,libobs,obs-source.c
2469,frame,NN,libobs,obs-source.c
2470,source,NN,libobs,obs-source.c
2471,frame,NN,libobs,obs-source.c
2472,source,NN,libobs,obs-source.c
2473,frame,NN,libobs,obs-source.c
2474,source,NN,libobs,obs-source.c
2475,frame,NN,libobs,obs-source.c
2476,source,NN,libobs,obs-source.c
2477,frame,NN,libobs,obs-source.c
2478,source,NN,libobs,obs-source.c
2479,frame,NN,libobs,obs-source.c
2480,source,NN,libobs,obs-source.c
2481,frame,NN,libobs,obs-source.c
2482,source,NN,libobs,obs-source.c
2483,frame,NN,libobs,obs-source.c
2484,source,NN,libobs,obs-source.c
2485,frame,NN,libobs,obs-source.c
2486,source,NN,libobs,obs-source.c
2487,frame,NN,libobs,obs-source.c
2488,source,NN,libobs,obs-source.c
2489,frame,NN,libobs,obs-source.c
2490,source,NN,libobs,obs-source.c
2491,frame,NN,libobs,obs-source.c
2492,source,NN,libobs,obs-source.c
2493,frame,NN,libobs,obs-source.c
2494,source,NN,libobs,obs-source.c
2495,frame,NN,libobs,obs-source.c
2496,source,NN,libobs,obs-source.c
2497,frame,NN,libobs,obs-source.c
2498,frame,NN,libobs,obs-source.c
2499,format,NN,libobs,obs-source.c
2500,full range,JJ NN,libobs,obs-source.c
2501,trc,NNP,libobs,obs-source.c
2502,format,NN,libobs,obs-source.c
2503,effect,NN,libobs,obs-source.c
2504,name,NN,libobs,obs-source.c
2505,val,NN,libobs,obs-source.c
2506,effect,NN,libobs,obs-source.c
2507,name,NN,libobs,obs-source.c
2508,val,NN,libobs,obs-source.c
2509,source,NN,libobs,obs-source.c
2510,frame,NN,libobs,obs-source.c
2511,tex render,NN VB,libobs,obs-source.c
2512,source,NN,libobs,obs-source.c
2513,frame,NN,libobs,obs-source.c
2514,tex,NNP,libobs,obs-source.c
2515,tex render,NN VB,libobs,obs-source.c
2516,source,NN,libobs,obs-source.c
2517,frame,NN,libobs,obs-source.c
2518,tex render,NN VB,libobs,obs-source.c
2519,source,NN,libobs,obs-source.c
2520,effect,NN,libobs,obs-source.c
2521,source,NN,libobs,obs-source.c
2522,format,NN,libobs,obs-source.c
2523,source,NN,libobs,obs-source.c
2524,frame,NN,libobs,obs-source.c
2525,source,NN,libobs,obs-source.c
2526,source,NN,libobs,obs-source.c
2527,rotation,NN,libobs,obs-source.c
2528,source,NN,libobs,obs-source.c
2529,source,NN,libobs,obs-source.c
2530,source,NN,libobs,obs-source.c
2531,source,NN,libobs,obs-source.c
2532,source,NN,libobs,obs-source.c
2533,source,NN,libobs,obs-source.c
2534,source,NN,libobs,obs-source.c
2535,effect,NN,libobs,obs-source.c
2536,source,NN,libobs,obs-source.c
2537,source,NN,libobs,obs-source.c
2538,type,NN,libobs,obs-source.c
2539,source,NN,libobs,obs-source.c
2540,source,NN,libobs,obs-source.c
2541,source,NN,libobs,obs-source.c
2542,source,NN,libobs,obs-source.c
2543,source,NN,libobs,obs-source.c
2544,source,NN,libobs,obs-source.c
2545,source,NN,libobs,obs-source.c
2546,count,VB,libobs,obs-source.c
2547,preferred spaces,JJ NNS,libobs,obs-source.c
2548,source,NN,libobs,obs-source.c
2549,source,NN,libobs,obs-source.c
2550,filter,NN,libobs,obs-source.c
2551,filter,NN,libobs,obs-source.c
2552,source,NN,libobs,obs-source.c
2553,filter,NN,libobs,obs-source.c
2554,source,NN,libobs,obs-source.c
2555,filter,NN,libobs,obs-source.c
2556,source,NN,libobs,obs-source.c
2557,filter,NN,libobs,obs-source.c
2558,source,NN,libobs,obs-source.c
2559,filter,NN,libobs,obs-source.c
2560,source,NN,libobs,obs-source.c
2561,filter,NN,libobs,obs-source.c
2562,cur idx,NN NN,libobs,obs-source.c
2563,source,NN,libobs,obs-source.c
2564,filter,NN,libobs,obs-source.c
2565,cur idx,NN NN,libobs,obs-source.c
2566,source,NN,libobs,obs-source.c
2567,source,NN,libobs,obs-source.c
2568,filter,NN,libobs,obs-source.c
2569,movement,NN,libobs,obs-source.c
2570,source,NN,libobs,obs-source.c
2571,filter,NN,libobs,obs-source.c
2572,movement,NN,libobs,obs-source.c
2573,source,NN,libobs,obs-source.c
2574,filter,NN,libobs,obs-source.c
2575,source,NN,libobs,obs-source.c
2576,filter,NN,libobs,obs-source.c
2577,index,NN,libobs,obs-source.c
2578,source,NN,libobs,obs-source.c
2579,filter,NN,libobs,obs-source.c
2580,index,NN,libobs,obs-source.c
2581,source,NN,libobs,obs-source.c
2582,source,NN,libobs,obs-source.c
2583,in,IN,libobs,obs-source.c
2584,dst,NNP,libobs,obs-source.c
2585,src,NN,libobs,obs-source.c
2586,plane,NN,libobs,obs-source.c
2587,y,FW,libobs,obs-source.c
2588,dst,NNP,libobs,obs-source.c
2589,src,NNP,libobs,obs-source.c
2590,plane,NN,libobs,obs-source.c
2591,lines,NNS,libobs,obs-source.c
2592,dst,NNP,libobs,obs-source.c
2593,src,NN,libobs,obs-source.c
2594,dst,NNP,libobs,obs-source.c
2595,src,NN,libobs,obs-source.c
2596,source,NN,libobs,obs-source.c
2597,frame,NN,libobs,obs-source.c
2598,source,NN,libobs,obs-source.c
2599,source,NN,libobs,obs-source.c
2600,source,NN,libobs,obs-source.c
2601,frame,NN,libobs,obs-source.c
2602,source,NN,libobs,obs-source.c
2603,frame,NN,libobs,obs-source.c
2604,source,NN,libobs,obs-source.c
2605,frame,NN,libobs,obs-source.c
2606,source,NN,libobs,obs-source.c
2607,frame,NN,libobs,obs-source.c
2608,source,NN,libobs,obs-source.c
2609,rotation,NN,libobs,obs-source.c
2610,source,NN,libobs,obs-source.c
2611,captions,NNS,libobs,obs-source.c
2612,source,NN,libobs,obs-source.c
2613,callback,NN,libobs,obs-source.c
2614,param,NN,libobs,obs-source.c
2615,source,NN,libobs,obs-source.c
2616,callback,NN,libobs,obs-source.c
2617,param,NN,libobs,obs-source.c
2618,source,NN,libobs,obs-source.c
2619,in,IN,libobs,obs-source.c
2620,source,NN,libobs,obs-source.c
2621,frame,NN,libobs,obs-source.c
2622,source,NN,libobs,obs-source.c
2623,frame,NN,libobs,obs-source.c
2624,source,NN,libobs,obs-source.c
2625,frame,NN,libobs,obs-source.c
2626,source,NN,libobs,obs-source.c
2627,source,NN,libobs,obs-source.c
2628,frame,NN,libobs,obs-source.c
2629,source,NN,libobs,obs-source.c
2630,frame,NN,libobs,obs-source.c
2631,source,NN,libobs,obs-source.c
2632,frame,NN,libobs,obs-source.c
2633,source,NN,libobs,obs-source.c
2634,in,IN,libobs,obs-source.c
2635,source,NN,libobs,obs-source.c
2636,audio,NN,libobs,obs-source.c
2637,source,NN,libobs,obs-source.c
2638,frames,NNS,libobs,obs-source.c
2639,ts,NNP,libobs,obs-source.c
2640,source,NN,libobs,obs-source.c
2641,frames,NNS,libobs,obs-source.c
2642,source,NN,libobs,obs-source.c
2643,frames,NNS,libobs,obs-source.c
2644,balance,NN,libobs,obs-source.c
2645,type,NN,libobs,obs-source.c
2646,source,NN,libobs,obs-source.c
2647,audio,NN,libobs,obs-source.c
2648,source,NN,libobs,obs-source.c
2649,audio in,NN IN,libobs,obs-source.c
2650,source,NN,libobs,obs-source.c
2651,frame,NN,libobs,obs-source.c
2652,source,NN,libobs,obs-source.c
2653,sys time,NN NN,libobs,obs-source.c
2654,source,NN,libobs,obs-source.c
2655,sys time,NN NN,libobs,obs-source.c
2656,source,NN,libobs,obs-source.c
2657,source,NN,libobs,obs-source.c
2658,frame,NN,libobs,obs-source.c
2659,source,NN,libobs,obs-source.c
2660,source,NN,libobs,obs-source.c
2661,source,NN,libobs,obs-source.c
2662,name,NN,libobs,obs-source.c
2663,source,NN,libobs,obs-source.c
2664,source,NN,libobs,obs-source.c
2665,source,NN,libobs,obs-source.c
2666,target,NN,libobs,obs-source.c
2667,effect,NN,libobs,obs-source.c
2668,tech name,NN NN,libobs,obs-source.c
2669,tex,NN,libobs,obs-source.c
2670,effect,NN,libobs,obs-source.c
2671,width,NN,libobs,obs-source.c
2672,height,NN,libobs,obs-source.c
2673,tech name,NN NN,libobs,obs-source.c
2674,target,VB,libobs,obs-source.c
2675,parent,NN,libobs,obs-source.c
2676,filter flags,NN NNS,libobs,obs-source.c
2677,parent flags,JJ NNS,libobs,obs-source.c
2678,allow direct,VB JJ,libobs,obs-source.c
2679,space,NN,libobs,obs-source.c
2680,filter,NN,libobs,obs-source.c
2681,format,NN,libobs,obs-source.c
2682,allow direct,VB JJ,libobs,obs-source.c
2683,filter,NN,libobs,obs-source.c
2684,format,NN,libobs,obs-source.c
2685,space,NN,libobs,obs-source.c
2686,allow direct,VB JJ,libobs,obs-source.c
2687,filter,NN,libobs,obs-source.c
2688,effect,NN,libobs,obs-source.c
2689,width,NN,libobs,obs-source.c
2690,height,NN,libobs,obs-source.c
2691,tech name,NN NN,libobs,obs-source.c
2692,filter,NN,libobs,obs-source.c
2693,effect,NN,libobs,obs-source.c
2694,width,NN,libobs,obs-source.c
2695,height,NN,libobs,obs-source.c
2696,filter,NN,libobs,obs-source.c
2697,source,NN,libobs,obs-source.c
2698,source,NN,libobs,obs-source.c
2699,source,NN,libobs,obs-source.c
2700,volume,NN,libobs,obs-source.c
2701,source,NN,libobs,obs-source.c
2702,source,NN,libobs,obs-source.c
2703,offset,VB,libobs,obs-source.c
2704,source,NN,libobs,obs-source.c
2705,parent,NN,libobs,obs-source.c
2706,child,NN,libobs,obs-source.c
2707,param,NN,libobs,obs-source.c
2708,source,NN,libobs,obs-source.c
2709,enum callback,NN NN,libobs,obs-source.c
2710,param,NN,libobs,obs-source.c
2711,source,NN,libobs,obs-source.c
2712,enum callback,NN NN,libobs,obs-source.c
2713,param,NN,libobs,obs-source.c
2714,parent,NN,libobs,obs-source.c
2715,child,NN,libobs,obs-source.c
2716,param,NN,libobs,obs-source.c
