ID,SEQUENCE,POS,PROJECT,FILE
1301,Layout Map,NN NN,keras-master,distribution_lib.py
1302,Multi Process Initialize Test,JJ NN VBP NN,keras-master,distribution_lib_test.py
1303,Device Mesh Test,NN NN NN,keras-master,distribution_lib_test.py
1304,Tensor Layout Test,NNP NN NN,keras-master,distribution_lib_test.py
1305,Distribution Test,NN NN,keras-master,distribution_lib_test.py
1306,Data Parallel Distribution Test,NNS JJ NN NN,keras-master,distribution_lib_test.py
1307,Model Parallel Distribution Test,NN JJ NN NN,keras-master,distribution_lib_test.py
1308,Layout Map Test,NN NN NN,keras-master,distribution_lib_test.py
1309,Seed Generator Test,NN NN NN,keras-master,seed_generator_test.py
1310,Random Test,JJ NN,keras-master,random_test.py
1311,Seed Generator,NN NN,keras-master,seed_generator.py
1312,Optimizer Test,NN NN,keras-master,optimizer_test.py
1313,Ada max Test,NNP NN NN,keras-master,adamax_test.py
1314,Adam W Test,NNP FW NNP,keras-master,adamw_test.py
1315,Ftrl,NNP,keras-master,ftrl.py
1316,RMS prop Test,NNP NN NN,keras-master,rmsprop_test.py
1317,Scatter Update Optimizer,NN NN NN,keras-master,optimizer_sparse_test.py
1318,Optimizer Sparse Test,NN JJ NN,keras-master,optimizer_sparse_test.py
1319,Ada delta Test,NNP NN NN,keras-master,adadelta_test.py
1320,Loss Scale Optimizer,NN NN NN,keras-master,loss_scale_optimizer.py
1321,RMS prop,NNP NN,keras-master,rmsprop.py
1322,Loss Scale Optimizer Test,NN NN NN NN,keras-master,loss_scale_optimizer_test.py
1323,SGD,NNP,keras-master,sgd.py
1324,Ftrl Test,NNP NN,keras-master,ftrl_test.py
1325,Ada grad,NNP NN,keras-master,adagrad.py
1326,Adam,NNP,keras-master,adam.py
1327,Ada delta,NNP NN,keras-master,adadelta.py
1328,SGD Test,NNP NN,keras-master,sgd_test.py
1329,Nadam,NNP,keras-master,nadam.py
1330,Base Optimizer,JJ NN,keras-master,base_optimizer.py
1331,Lion,NNP,keras-master,lion.py
1332,Ada grad Test,NNP NN NN,keras-master,adagrad_test.py
1333,Ada factor,NNP NN,keras-master,adafactor.py
1334,Adam Test,NNP NN,keras-master,adam_test.py
1335,Ada max,NNP NN,keras-master,adamax.py
1336,Lion Test,NNP NN,keras-master,lion_test.py
1337,Adam W,NNP FW,keras-master,adamw.py
1338,Legacy Optimizer Warning,NN NN NN,keras-master,__init__.py
1339,Optimizer,NN,keras-master,optimizer.py
1340,Ada factor Test,NNP NN NN,keras-master,adafactor_test.py
1341,Nadam Test,NNP NN,keras-master,nadam_test.py
1342,Learning Rate Schedule,NN NN NN,keras-master,learning_rate_schedule.py
1343,Exponential Decay,JJ NN,keras-master,learning_rate_schedule.py
1344,Piecewise Constant Decay,JJ JJ NN,keras-master,learning_rate_schedule.py
1345,Polynomial Decay,JJ NN,keras-master,learning_rate_schedule.py
1346,Inverse Time Decay,JJ NN NN,keras-master,learning_rate_schedule.py
1347,Cosine Decay,NN NN,keras-master,learning_rate_schedule.py
1348,Cosine Decay Restarts,NN NN NNS,keras-master,learning_rate_schedule.py
1349,Test Fit LR Schedules Flow,VB NN NNP NNS NN,keras-master,learning_rate_schedule_test.py
1350,Exponential Decay Test,JJ NN NN,keras-master,learning_rate_schedule_test.py
1351,Piecewise Constant Decay Test,JJ JJ NN NN,keras-master,learning_rate_schedule_test.py
1352,Linear Decay Test,JJ NN NN,keras-master,learning_rate_schedule_test.py
1353,Sqrt Decay Test,NNP NN NN,keras-master,learning_rate_schedule_test.py
1354,Inverse Time Decay Test,JJ NN NN NN,keras-master,learning_rate_schedule_test.py
1355,Cosine Decay Test,NN NN NN,keras-master,learning_rate_schedule_test.py
1356,Cosine Decay Restarts Test,NN,keras-master,learning_rate_schedule_test.py
1357,Constraints Test,NNS NN,keras-master,constraints_test.py
1358,Constraint,NN,keras-master,constraints.py
1359,Max Norm,JJ NN,keras-master,constraints.py
1360,Non Neg,RB NN,keras-master,constraints.py
1361,Unit Norm,NN NN,keras-master,constraints.py
1362,Min Max Norm,JJ JJ NN,keras-master,constraints.py
1363,Regularizers Test,NNS NN,keras-master,regularizers_test.py
1364,Validate Float Arg Test,VB NN NN NN,keras-master,regularizers_test.py
1365,Regularizer,NNP,keras-master,regularizers.py
1366,L 1 L 2,FW CD FW CD,keras-master,regularizers.py
1367,L 1,FW CD,keras-master,regularizers.py
1368,L 2,FW CD,keras-master,regularizers.py
1369,Orthogonal Regularizer,JJ NN,keras-master,regularizers.py
1370,Naming Utils Test,NN NNPS NN,keras-master,naming_test.py
1371,Object Without Name,NN IN NN,keras-master,naming_test.py
1372,Object Without Name Or Class,NN IN NN CC NN,keras-master,naming_test.py
1373,Mock Keras Object,JJ NNP NN,keras-master,naming_test.py
1374,Path To String Test,NN IN NN NN,keras-master,file_utils_test.py
1375,Non String Typed Path Object,RB NN JJ NN NN,keras-master,file_utils_test.py
1376,Resolve Path Test,VB NN NN,keras-master,file_utils_test.py
1377,Is Path In Dir Test,VBZ NN IN NN NN,keras-master,file_utils_test.py
1378,Is Link In Dir Test,VBZ NN IN NN NN,keras-master,file_utils_test.py
1379,Filter Safe Paths Test,VB JJ NNS NN,keras-master,file_utils_test.py
1380,Extract Archive Test,VB NNP NN,keras-master,file_utils_test.py
1381,Get File Test,VB NN NN,keras-master,file_utils_test.py
1382,Hash File Test,VB NN NN,keras-master,file_utils_test.py
1383,Test Validate File,VB VB NN,keras-master,file_utils_test.py
1384,Resolve Hasher Test,VB NN NN,keras-master,file_utils_test.py
1385,Is Remote Path Test,VBZ JJ NN NN,keras-master,file_utils_test.py
1386,Test Raise If No G File,VB VB IN DT FW NN,keras-master,file_utils_test.py
1387,Text Dataset From Directory Test,VB NN IN NN NN,keras-master,text_dataset_utils_test.py
1388,Torch Module Wrapper,NNP NN NN,keras-master,torch_utils.py
1389,Image Dataset From Directory Test,NN NN IN NN NN,keras-master,image_dataset_utils_test.py
1390,Jax Layer,NNP NN,keras-master,jax_layer.py
1391,Flax Layer,NN NN,keras-master,jax_layer.py
1392,Timeseries Dataset Test,NNS NN NN,keras-master,timeseries_dataset_utils_test.py
1393,Tree Test,NN NN,keras-master,tree_test.py
1394,Prog bar,NN NN,keras-master,progbar.py
1395,Dot Not Track Scope,NN RB VBP NN,keras-master,tracking.py
1396,Tracker,NN,keras-master,tracking.py
1397,Tracked List,VBN NN,keras-master,tracking.py
1398,Tracked Dict,VBN NN,keras-master,tracking.py
1399,Tracked Set,VBN NN,keras-master,tracking.py
1400,Dataset Utils Test,NN NNS NN,keras-master,dataset_utils_test.py
1401,Dataset,NN,keras-master,dataset_utils_test.py
1402,Classifier,NN,keras-master,torch_utils_test.py
1403,Classifier With No Special Casing,NN IN DT JJ NN,keras-master,torch_utils_test.py
1404,Torch Utils Test,NNP NNS NN,keras-master,torch_utils_test.py
1405,Test Numerical Utils,VB JJ NNS,keras-master,numerical_utils_test.py
1406,Flax Training Independent Model,NN NN JJ NN,keras-master,jax_layer_test.py
1407,Flax Dropout Model,NN NN NN,keras-master,jax_layer_test.py
1408,Flax Batch Norm Model,NN NN NN NN,keras-master,jax_layer_test.py
1409,Test Jax Layer,VB NNP NN,keras-master,jax_layer_test.py
1410,Test Model,VB NN,keras-master,jax_layer_test.py
1411,My Flax Layer,PRP$ NN NN,keras-master,jax_layer_test.py
1412,Named Point,JJ NN,keras-master,jax_layer_test.py
1413,Tracking Test,NN NN,keras-master,tracking_test.py
1414,TF Graph Scope,NNP NN NN,keras-master,backend_utils.py
1415,Dynamic Backend,JJ NN,keras-master,backend_utils.py
1416,DL Prog bar,NNP NNS NN,keras-master,file_utils.py
1417,Python Utils Test,NNP NNS NN,keras-master,python_utils_test.py
1418,Lazy Module,JJ NN,keras-master,module_utils.py
1419,Test Random Seed Setting,VB JJ NN NN,keras-master,rng_utils_test.py
1420,Test Io Utils,VB NNP NNS,keras-master,io_utils_test.py
1421,Test Count Loc,VB NN NN,keras-master,code_stats_test.py
1422,Map To None,VB IN PRP,keras-master,tree.py
1423,Pad Sequences Test,VB NNS NN,keras-master,sequence_utils_test.py
1424,Summary Utils Test,VB NNS NN,keras-master,summary_utils_test.py
1425,D type Size Tests,FW NN NN NNS,keras-master,dtype_utils_test.py
1426,Is Float Tests,VBZ NN NNS,keras-master,dtype_utils_test.py
1427,Cast To Common D type,VB IN JJ FW NN,keras-master,dtype_utils_test.py
1428,Audio Dataset From Directory Test,NN NN IN NN NN,keras-master,audio_dataset_utils_test.py
1429,Segment Sum,NN NN,keras-master,math.py
1430,Segment Max,NN NN,keras-master,math.py
1431,Top K,JJ CD,keras-master,math.py
1432,In Top K,IN JJ CD,keras-master,math.py
1433,Logsumexp,NNP,keras-master,math.py
1434,Extract Sequences,VB NNS,keras-master,math.py
1435,FFT,NNP,keras-master,math.py
1436,FFT 2,NNP CD,keras-master,math.py
1437,RFFT,NNP,keras-master,math.py
1438,IRFFT,NNP,keras-master,math.py
1439,STFT,NNP,keras-master,math.py
1440,ISTFT,NNP,keras-master,math.py
1441,R sqrt,NNP NNP,keras-master,math.py
1442,Erf,NNP,keras-master,math.py
1443,Erf inv,NNP NNP,keras-master,math.py
1444,Dummy Layer,JJ NN,keras-master,node_test.py
1445,Node Test,NN NN,keras-master,node_test.py
1446,Op With Multiple Inputs,NN IN JJ NNS,keras-master,operation_test.py
1447,Op With Multiple Outputs,NN IN JJ NNS,keras-master,operation_test.py
1448,Op With Custom Constructor,NN IN JJ NN,keras-master,operation_test.py
1449,Operation Test,NN NN,keras-master,operation_test.py
1450,Absolute,JJ,keras-master,numpy.py
1451,Abs,JJ,keras-master,numpy.py
1452,Add,VB,keras-master,numpy.py
1453,All,DT,keras-master,numpy.py
1454,Any,DT,keras-master,numpy.py
1455,A max,DT NN,keras-master,numpy.py
1456,Amin,NNP,keras-master,numpy.py
1457,Append,VB,keras-master,numpy.py
1458,A range,DT NN,keras-master,numpy.py
1459,Arccos,NNP,keras-master,numpy.py
1460,Arc cosh,NNP NN,keras-master,numpy.py
1461,Arcsin,NNP,keras-master,numpy.py
1462,Arc sinh,NNP NNP,keras-master,numpy.py
1463,Arctan,NNP,keras-master,numpy.py
1464,Arctan 2,NNP CD,keras-master,numpy.py
1465,Arc tanh,NNP NNP,keras-master,numpy.py
1466,Arg max,NNP JJ,keras-master,numpy.py
1467,Arg min,NNP JJ,keras-master,numpy.py
1468,Arg sort,NN NN,keras-master,numpy.py
1469,Array,NN,keras-master,numpy.py
1470,Average,NN,keras-master,numpy.py
1471,Bin count,JJ NN,keras-master,numpy.py
1472,Broadcast To,VB IN,keras-master,numpy.py
1473,Ceil,VB,keras-master,numpy.py
1474,Clip,VB,keras-master,numpy.py
1475,Concatenate,VB,keras-master,numpy.py
1476,Conjugate,VB,keras-master,numpy.py
1477,Conj,VB,keras-master,numpy.py
1478,Copy,VB,keras-master,numpy.py
1479,Cos,NN,keras-master,numpy.py
1480,Cosh,NN,keras-master,numpy.py
1481,Count Nonzero,VB JJ,keras-master,numpy.py
1482,Cross,VB,keras-master,numpy.py
1483,Cumprod,NNP,keras-master,numpy.py
1484,Cumsum,NNP,keras-master,numpy.py
1485,Diag,NN,keras-master,numpy.py
1486,Diagonal,NN,keras-master,numpy.py
1487,Diff,NN,keras-master,numpy.py
1488,Digitize,VB,keras-master,numpy.py
1489,Dot,VB,keras-master,numpy.py
1490,Einsum,NNP,keras-master,numpy.py
1491,Empty,JJ,keras-master,numpy.py
1492,Equal,JJ,keras-master,numpy.py
1493,Exp,NN,keras-master,numpy.py
1494,Expand Dims,VB NNS,keras-master,numpy.py
1495,Expm 1,NNP CD,keras-master,numpy.py
1496,Flip,VB,keras-master,numpy.py
1497,Floor,VB,keras-master,numpy.py
1498,Full,JJ,keras-master,numpy.py
1499,Full Like,JJ JJ,keras-master,numpy.py
1500,Get Item,VB NN,keras-master,numpy.py
1501,Greater,JJR,keras-master,numpy.py
1502,Greater Equal,JJR JJ,keras-master,numpy.py
1503,H stack,FW NN,keras-master,numpy.py
1504,Identity,NN,keras-master,numpy.py
1505,I mag,PRP VBP,keras-master,numpy.py
1506,Is close,VBZ JJ,keras-master,numpy.py
1507,Is finite,VBZ JJ,keras-master,numpy.py
1508,Is inf,VBZ NNP,keras-master,numpy.py
1509,Is nan,VBZ NNP,keras-master,numpy.py
1510,Less,JJR,keras-master,numpy.py
1511,Less Equal,JJR JJ,keras-master,numpy.py
1512,Linspace,NNP,keras-master,numpy.py
1513,Log,NN,keras-master,numpy.py
1514,Log10,NNP,keras-master,numpy.py
1515,Log 1 p,NN CD FW,keras-master,numpy.py
1516,Log2,NNP,keras-master,numpy.py
1517,Log add exp,NN VBP NN,keras-master,numpy.py
1518,Logical And,JJ CC,keras-master,numpy.py
1519,Logical Not,JJ RB,keras-master,numpy.py
1520,Logical Or,JJ CC,keras-master,numpy.py
1521,Log space,VB NN,keras-master,numpy.py
1522,Mat mul,NN NN,keras-master,numpy.py
1523,Max,NN,keras-master,numpy.py
1524,Maximum,NN,keras-master,numpy.py
1525,Median,NN,keras-master,numpy.py
1526,Mesh grid,NN NN,keras-master,numpy.py
1527,Min,NN,keras-master,numpy.py
1528,Minimum,NN,keras-master,numpy.py
1529,Mod,NN,keras-master,numpy.py
1530,Move axis,NN NN,keras-master,numpy.py
1531,Nan To Num,NNP IN NN,keras-master,numpy.py
1532,N dim,FW NN,keras-master,numpy.py
1533,Nonzero,NNP,keras-master,numpy.py
1534,Not Equal,RB JJ,keras-master,numpy.py
1535,Ones Like,NN CC,keras-master,numpy.py
1536,Zeros Like,NNS CC,keras-master,numpy.py
1537,Outer,JJ,keras-master,numpy.py
1538,Pad,NN,keras-master,numpy.py
1539,Prod,NN,keras-master,numpy.py
1540,Quantile,NN,keras-master,numpy.py
1541,Ravel,VB,keras-master,numpy.py
1542,Real,JJ,keras-master,numpy.py
1543,Reciprocal,JJ,keras-master,numpy.py
1544,Repeat,VB,keras-master,numpy.py
1545,Reshape,VB,keras-master,numpy.py
1546,Roll,VB,keras-master,numpy.py
1547,Round,VB,keras-master,numpy.py
1548,Sign,VB,keras-master,numpy.py
1549,Sin,NNP,keras-master,numpy.py
1550,Sinh,NNP,keras-master,numpy.py
1551,Size,NN,keras-master,numpy.py
1552,Sort,VB,keras-master,numpy.py
1553,Split,VB,keras-master,numpy.py
1554,Stack,NN,keras-master,numpy.py
1555,Std,NNP,keras-master,numpy.py
1556,Swapaxes,NNPS,keras-master,numpy.py
1557,Take,VB,keras-master,numpy.py
1558,Take Along Axis,VB IN NN,keras-master,numpy.py
1559,Tan,NNP,keras-master,numpy.py
1560,Tanh,NNP,keras-master,numpy.py
1561,Tensor dot,NN NN,keras-master,numpy.py
1562,Tile,VB,keras-master,numpy.py
1563,Trace,VB,keras-master,numpy.py
1564,Tri,NNP,keras-master,numpy.py
1565,Tril,NNP,keras-master,numpy.py
1566,Triu,NNP,keras-master,numpy.py
1567,V dot,FW NN,keras-master,numpy.py
1568,V stack,FW NN,keras-master,numpy.py
1569,Where,WRB,keras-master,numpy.py
1570,Subtract,VB,keras-master,numpy.py
1571,Multiply,VB,keras-master,numpy.py
1572,Divide,VB,keras-master,numpy.py
1573,Divide No Nan,VB DT NNP,keras-master,numpy.py
1574,True Divide,RB VB,keras-master,numpy.py
1575,Power,NN,keras-master,numpy.py
1576,Negative,VB,keras-master,numpy.py
1577,Square,VB,keras-master,numpy.py
1578,Sqrt,NNP,keras-master,numpy.py
1579,Squeeze,VB,keras-master,numpy.py
1580,Transpose,VB,keras-master,numpy.py
1581,Mean,VB,keras-master,numpy.py
1582,Var,NNP,keras-master,numpy.py
1583,Sum,NN,keras-master,numpy.py
1584,Zeros,NNS,keras-master,numpy.py
1585,Ones,NNS,keras-master,numpy.py
1586,Eye,NN,keras-master,numpy.py
1587,Floor Divide,NN NN,keras-master,numpy.py
1588,Logical Xor,JJ NNP,keras-master,numpy.py
1589,Correlate,VB,keras-master,numpy.py
1590,Function,NN,keras-master,function.py
1591,NN Ops Dynamic Shape Test,NNP NNP JJ NN NN,keras-master,nn_test.py
1592,Softmax Layer,NNP NN,keras-master,nn_test.py
1593,Model,NN,keras-master,nn_test.py
1594,NN Ops Static Shape Test,NNP NN JJ NN NN,keras-master,nn_test.py
1595,NN Ops Correctness Test,NNP NN NN NN,keras-master,nn_test.py
1596,Test Logit Recovery,VB NN NN,keras-master,nn_test.py
1597,NN Ops D type Test,NNP NN JJ NN NN,keras-master,nn_test.py
1598,Linalg Ops Dynamic Shape Test,NNP NN JJ NN NN,keras-master,linalg_test.py
1599,Linalg Ops Static Shape Test,NNP NN JJ NN NN,keras-master,linalg_test.py
1600,Linalg Ops Correctness Test,NNP NN NN NN,keras-master,linalg_test.py
1601,Qr Op Test,NNP NN NN,keras-master,linalg_test.py
1602,Scatter,NN,keras-master,core.py
1603,Scatter Update,NN NN,keras-master,core.py
1604,Slice,NN,keras-master,core.py
1605,Slice Update,NN NN,keras-master,core.py
1606,While Loop,IN NN,keras-master,core.py
1607,Stop Gradient,VB NN,keras-master,core.py
1608,F ori Loop,FW NNP NN,keras-master,core.py
1609,Unstack,NNP,keras-master,core.py
1610,Cast,VB,keras-master,core.py
1611,Cond,NNP,keras-master,core.py
1612,Symbolic Arguments,JJ NNS,keras-master,symbolic_arguments.py
1613,Math Ops Dynamic Shape Test,NN NN JJ NN NN,keras-master,math_test.py
1614,Math Ops Static Shape Test,NN NN JJ NN NN,keras-master,math_test.py
1615,Math Ops Correctness Test,NN NN NN NN,keras-master,math_test.py
1616,Math D type Test,NN FW NN NN,keras-master,math_test.py
1617,Extract Sequences Op Test,VB NNS NNP NN,keras-master,math_test.py
1618,Segment Sum Test,NN NN NN,keras-master,math_test.py
1619,Segment Max Test,NN NN NNP,keras-master,math_test.py
1620,Top K Test,JJ CD NN,keras-master,math_test.py
1621,In Top K Test,IN JJ CD NN,keras-master,math_test.py
1622,Logsumexp Test,NNP NN,keras-master,math_test.py
1623,FFT Test,NNP NN,keras-master,math_test.py
1624,FFT 2 Test,NNP CD NN,keras-master,math_test.py
1625,RFFT Test,NNP NN,keras-master,math_test.py
1626,ISTFT Test,NNP NN,keras-master,math_test.py
1627,Operation Utils Test,NN NNS NN,keras-master,operation_utils_test.py
1628,Numpy Two Input Ops Dynamic Shape Test,NNP CD NN NN JJ NN NN,keras-master,numpy_test.py
1629,Numpy Two Input Ops Static Shape Test,NNP CD NN NN JJ NN NN,keras-master,numpy_test.py
1630,Numpy One Input Ops Dynamic Shape Test,NNP CD NN NN JJ NN NN,keras-master,numpy_test.py
1631,Numpy One Input Ops Static Shape Test,NNP CD NN NN JJ NN NN,keras-master,numpy_test.py
1632,Numpy Two Input Ops Corretness Test,NNP CD NN NN NN NN,keras-master,numpy_test.py
1633,Numpy One Input Ops Correctness Test,NNP CD NN NN NN NN,keras-master,numpy_test.py
1634,Numpy Array Create Ops Correctness Test,NN NN VB NN NN NN,keras-master,numpy_test.py
1635,Sparse Test,JJ NN,keras-master,numpy_test.py
1636,Numpy D type Test,NNP FW NN NN,keras-master,numpy_test.py
1637,Relu,NNP,keras-master,nn.py
1638,Relu 6,NNP CD,keras-master,nn.py
1639,Sigmoid,NNP,keras-master,nn.py
1640,Soft plus,JJ NN,keras-master,nn.py
1641,Soft sign,JJ NN,keras-master,nn.py
1642,Silu,NNP,keras-master,nn.py
1643,Log Sigmoid,NN NNP,keras-master,nn.py
1644,Leaky Relu,JJ NNP,keras-master,nn.py
1645,Hard Sigmoid,JJ NNP,keras-master,nn.py
1646,Hard Silu,JJ NNP,keras-master,nn.py
1647,Elu,NNP,keras-master,nn.py
1648,Selu,NNP,keras-master,nn.py
1649,Gelu,NNP,keras-master,nn.py
1650,Softmax,NNP,keras-master,nn.py
1651,Log Softmax,NN NNP,keras-master,nn.py
1652,Max Pool,JJ VB,keras-master,nn.py
1653,Average Pool,JJ VB,keras-master,nn.py
1654,Conv,NNP,keras-master,nn.py
1655,Depthwise Conv,RB NNP,keras-master,nn.py
1656,Separable Conv,JJ NNP,keras-master,nn.py
1657,Conv Transpose,NN VB,keras-master,nn.py
1658,One Hot,CD JJ,keras-master,nn.py
1659,Binary Crossentropy,JJ NNP,keras-master,nn.py
1660,Categorical Crossentropy,JJ NN,keras-master,nn.py
1661,Sparse Categorical Crossentropy,JJ JJ NNP,keras-master,nn.py
1662,Multi Hot,JJ JJ,keras-master,nn.py
1663,Moments,NNS,keras-master,nn.py
1664,Batch Norm,NN NNP,keras-master,nn.py
1665,Ctc Loss,NNP NN,keras-master,nn.py
1666,Normalize,VB,keras-master,nn.py
1667,Resize,VB,keras-master,image.py
1668,Affine Transform,JJ NN,keras-master,image.py
1669,Extract Patches,VB NNP,keras-master,image.py
1670,Map Coordinates,VB NNS,keras-master,image.py
1671,Pad Images,VB NNS,keras-master,image.py
1672,Crop Images,VB NNS,keras-master,image.py
1673,Cholesky,NNP,keras-master,linalg.py
1674,Det,NNP,keras-master,linalg.py
1675,Eig,NNP,keras-master,linalg.py
1676,Inv,NNP,keras-master,linalg.py
1677,Lu Factor,NNP NN,keras-master,linalg.py
1678,Norm,NN,keras-master,linalg.py
1679,Qr,NNP,keras-master,linalg.py
1680,Solve,VB,keras-master,linalg.py
1681,Solve Triangular,VB JJ,keras-master,linalg.py
1682,SVD,NNP,keras-master,linalg.py
1683,Operation,NN,keras-master,operation.py
1684,Node,NN,keras-master,node.py
1685,Keras History,NNP NN,keras-master,node.py
1686,Core Ops Static Shape Test,NN NN JJ NN NN,keras-master,core_test.py
1687,Core Ops Correctness Test,NN NN NN NN,keras-master,core_test.py
1688,Example Layer,NN NN,keras-master,core_test.py
1689,Core Ops D type Test,NN NN NN NN NN,keras-master,core_test.py
1690,Core Ops Calls Tests,NN NN NNS NNS,keras-master,core_test.py
1691,Image Ops Dynamic Shape Test,NN NN JJ NN NN,keras-master,image_test.py
1692,Image Ops Static Shape Test,NN NN JJ NN NN,keras-master,image_test.py
1693,Image Ops Correctness Test,NN NN NN NN,keras-master,image_test.py
1694,Function Test,NN NN,keras-master,function_test.py
1695,Symbolic Arguments Test,JJ NNS NN,keras-master,symbolic_arguments_test.py
1696,Random Normal,JJ NN,keras-master,random_initializers.py
1697,Truncated Normal,JJ NN,keras-master,random_initializers.py
1698,Random Uniform,JJ NN,keras-master,random_initializers.py
1699,Variance Scaling,NN NN,keras-master,random_initializers.py
1700,Glorot Uniform,NNP NN,keras-master,random_initializers.py
1701,Glorot Normal,NNP NN,keras-master,random_initializers.py
1702,Lecun Normal,NNP NN,keras-master,random_initializers.py
1703,Lecun Uniform,NNP NN,keras-master,random_initializers.py
1704,He Normal,NNP NN,keras-master,random_initializers.py
1705,He Uniform,NNP NN,keras-master,random_initializers.py
1706,Orthogonal Initializer,JJ NN,keras-master,random_initializers.py
1707,Constant,NN,keras-master,constant_initializers.py
1708,Zeros,NNS,keras-master,constant_initializers.py
1709,Ones,NNS,keras-master,constant_initializers.py
1710,Identity,NN,keras-master,constant_initializers.py
1711,Constant Initializers Test,NN NNS NN,keras-master,constant_initializers_test.py
1712,Initializers Test,NNS NN,keras-master,random_initializers_test.py
1713,Initializer,NN,keras-master,initializer.py
1714,D Type Policy Test,FW NN NN NN,keras-master,dtype_policy_test.py
1715,Float D Type Policy Test,NN FW NN NN NN,keras-master,dtype_policy_test.py
1716,Quantized D Type Policy Test,JJ FW NN NN NN,keras-master,dtype_policy_test.py
1717,D Type Policy Global Functions Test,FW NN NN JJ NNS NN,keras-master,dtype_policy_test.py
1718,Float D Type Policy Edge Cases Test,NN FW NN NN NN NNS NN,keras-master,dtype_policy_test.py
1719,Quantized D Type Policy Edge Cases Test,JJ FW NN NN NN NNS NN,keras-master,dtype_policy_test.py
1720,D Type Policy Global Functions Edge Cases Test,FW NN NN JJ NNS NN NNS NN,keras-master,dtype_policy_test.py
1721,D Type Policy,FW NN NN,keras-master,dtype_policy.py
1722,Float D Type Policy,NN FW NN NN,keras-master,dtype_policy.py
1723,Quantized D Type Policy,JJ FW NN NN,keras-master,dtype_policy.py
1724,Test Case,NN NN,keras-master,test_case.py
1725,Test Model,NN NN,keras-master,test_case.py
1726,Get Test Data Test,VB NN NNS NN,keras-master,test_utils_test.py
1727,Class Distribution Tests,NN NN NNS,keras-master,test_utils_test.py
1728,Named Product Test,JJ NN NN,keras-master,test_utils_test.py
1729,Sum,NN,keras-master,reduction_metrics.py
1730,Mean,NN,keras-master,reduction_metrics.py
1731,Mean Metric Wrapper,JJ NN NN,keras-master,reduction_metrics.py
1732,Io U Base,NNP FW NN,keras-master,iou_metrics.py
1733,Io U,NNP FW NN,keras-master,iou_metrics.py
1734,Binary Io U,NN NNP FW,keras-master,iou_metrics.py
1735,Mean Io U,NN NNP FW,keras-master,iou_metrics.py
1736,One Hot Io U,CD JJ NNP FW,keras-master,iou_metrics.py
1737,One Hot Mean Io U,CD JJ NN NNP FW,keras-master,iou_metrics.py
1738,Confusion Matrix,NN NN,keras-master,metrics_utils.py
1739,AUC Curve,NNP NN,keras-master,metrics_utils.py
1740,AUC Summation Method,NNP NN NN,keras-master,metrics_utils.py
1741,Example Metric,NN NN,keras-master,metric_test.py
1742,Metric Test,NN NN,keras-master,metric_test.py
1743,F Beta Score,FW NN NN,keras-master,f_score_metrics.py
1744,F 1 Score,FW CD NN,keras-master,f_score_metrics.py
1745,False Positives Test,JJ NNS NN,keras-master,confusion_metrics_test.py
1746,False Negatives Test,JJ NNS NN,keras-master,confusion_metrics_test.py
1747,True Negatives Test,JJ NNS NN,keras-master,confusion_metrics_test.py
1748,True Positive Test,JJ JJ NN,keras-master,confusion_metrics_test.py
1749,Precision Test,NN NN,keras-master,confusion_metrics_test.py
1750,Recall Test,NN NN,keras-master,confusion_metrics_test.py
1751,Sensitivity At Specificity Test,NN IN NN NN,keras-master,confusion_metrics_test.py
1752,Specificity At Sensitivity Test,NN IN NN NN,keras-master,confusion_metrics_test.py
1753,Precision At Recall Test,NN IN NN NN,keras-master,confusion_metrics_test.py
1754,Recall At Precision Test,VB IN NN NN,keras-master,confusion_metrics_test.py
1755,AUC Test,NNP NN,keras-master,confusion_metrics_test.py
1756,Multi AUC Test,JJ NNP NN,keras-master,confusion_metrics_test.py
1757,Metric,NN,keras-master,metric.py
1758,Mean Squared Error Test,JJ JJ NN NN,keras-master,regression_metrics_test.py
1759,Cosine Similarity Test,NN NN NN,keras-master,regression_metrics_test.py
1760,Mean Absolute Error Test,JJ JJ NN NN,keras-master,regression_metrics_test.py
1761,Mean Absolute Percentage Error Test,JJ JJ NN NN NN,keras-master,regression_metrics_test.py
1762,Mean Squared Logarithmic Error Test,JJ JJ JJ NN NN,keras-master,regression_metrics_test.py
1763,Root Mean Squared Error Test,JJ JJ VBN NN NN,keras-master,regression_metrics_test.py
1764,Log Cosh Error Test,NN NN NN NN,keras-master,regression_metrics_test.py
1765,R 2 Score Test,FW CD NN NN,keras-master,regression_metrics_test.py
1766,Accuracy Test,NN NN,keras-master,accuracy_metrics_test.py
1767,Binary Accuracy Test,JJ NN NN,keras-master,accuracy_metrics_test.py
1768,Categorical Accuracy Test,JJ NN NN,keras-master,accuracy_metrics_test.py
1769,Sparse Categorical Accuracy Test,JJ JJ NN NN,keras-master,accuracy_metrics_test.py
1770,Top K Categorical Accuracy Test,JJ CD JJ NN NN,keras-master,accuracy_metrics_test.py
1771,Sparse Top K Categorical Accuracy Test,JJ JJ CD JJ NN NN,keras-master,accuracy_metrics_test.py
1772,F Beta Score Test,FW NN NN NN,keras-master,f_score_metrics_test.py
1773,F 1 Score Test,FW CD NN NN,keras-master,f_score_metrics_test.py
1774,Hinge,NN,keras-master,hinge_metrics.py
1775,Squared Hinge,JJ NN,keras-master,hinge_metrics.py
1776,Categorical Hinge,JJ NN,keras-master,hinge_metrics.py
